000000000060E000 1C04040000000000 0000000C080C0000 0000301010100000 6038000000000000 00C0C0C000000000 00000020E0800000 0000020206020000 
000000000060E000 000000E080800000 00A0E00000000000 7840000000000000 0000001870000000 0000060606000000 041C100000000000 00000000081E0000 
000000000060E000 00E0808000000000 0000000E0A000000 00000000F0800000 7018000000000000 0000707000000000 0C04060000000000 00000000041E0000 
00000000060E0000 00008080E0000000 001C140000000000 3C20000000000000 0000203010100000 0000000000E0E000 0000020E08000000 40C0404000000000 
00000000060E0000 1C04040000000000 00000000C080C000 0000301010100000 6038000000000000 00C0C0C000000000 0000020E08000000 0000002020602000 
00000000060E0000 1C04040000000000 0000604060000000 00C0808080000000 6038000000000000 0000000000E0E000 0000020E08000000 0000103010100000 
000000000C1C0000 0000000E02020000 0000000000A0E000 000010F000000000 7018000000000000 00E0E00000000000 0C04060000000000 00000000F0400000 
000000000C1C0000 0000000E02020000 0000C080C0000000 0018101010000000 70C0000000000000 0000000000E0E000 0C04060000000000 0020206020000000 
0000000018380000 000000008080E000 0018101800000000 3020202000000000 40C0808000000000 0000000606060000 0C04060000000000 0000404060400000 
0C1C000000000000 000000008080E000 0000003828000000 00000000101E0000 70C0000000000000 0000060606000000 000000C040600000 0020F00000000000 
0C1C000000000000 000000008080E000 0000000C040C0000 0000060202020000 70C0000000000000 0000006060600000 0020E08000000000 0000101018100000 
0C1C000000000000 000000008080E000 0000000C040C0000 0000060202020000 40C0808000000000 0000006060600000 3020600000000000 0000101018100000 
0C1C000000000000 000000008080E000 0000006040600000 0000060202020000 70C0000000000000 0000000C0C0C0000 0020E08000000000 0000101030100000 
0C1C000000000000 000000008080E000 0000006040600000 0000060202020000 40C0808000000000 0000000C0C0C0000 3020600000000000 0000101030100000 
60E0000000000000 000004041C000000 00000000C080C000 0000020202060000 0000701800000000 1C1C000000000000 000080E020000000 0000000000782000 
60E0000000000000 1C04040000000000 00000000C080C000 0000020202060000 0018700000000000 0000001C1C000000 000080E020000000 0000000000782000 
60E0000000000000 0000E08080000000 0000141C00000000 0000020202060000 000000000030E000 1C1C000000000000 0000006040C00000 000000003C080000 
0000000000C0E000 0000000808380000 0000C080C0000000 0018101010000000 70C0000000000000 0000000606060000 0C04060000000000 0020206020000000 
0000000000C0E000 0000003820200000 001C140000000000 3C20000000000000 40C0808000000000 000000001C1C0000 00006040C0000000 0000020602020000 
000000000C0E0000 000000008080E000 0000000050700000 0000001E02000000 7018000000000000 00C0C0C000000000 0C04060000000000 0020302020000000 
00000000181C0000 000000008080E000 0018101800000000 0C04040400000000 70C0000000000000 0000006060600000 0020E08000000000 0000020206020000 
00000000181C0000 000000008080E000 0018101800000000 0C04040400000000 40C0808000000000 0000006060600000 3020600000000000 0000020206020000 
00000000181C0000 00008080E0000000 0000507000000000 0404040C00000000 70C0000000000000 0000000000E0E000 0838200000000000 0000020206020000 
0000000060700000 000000008080E000 0000060206000000 0000203C00000000 00000000180E0000 00C0C0C000000000 041C100000000000 7820000000000000 
000000181C000000 000000008080E000 0000000602060000 0000000040780000 7018000000000000 00C0C0C000000000 0C04060000000000 0020302020000000 
